iLoad, totalDisp, Reaction-1, Reaction-2, Reaction-3
366,  3.660000e-03,  4.881306e+02, -4.881306e+02,  2.721872e-09
367,  3.670000e-03,  4.893710e+02, -4.893710e+02,  2.745911e-09
368,  3.680000e-03,  4.906106e+02, -4.906106e+02,  2.770038e-09
369,  3.690000e-03,  4.918495e+02, -4.918495e+02,  2.794262e-09
370,  3.700000e-03,  4.930875e+02, -4.930875e+02,  2.818416e-09
371,  3.710000e-03,  4.943247e+02, -4.943247e+02,  2.842988e-09
372,  3.720000e-03,  4.955611e+02, -4.955611e+02,  2.867910e-09
373,  3.730000e-03,  4.967967e+02, -4.967967e+02,  2.892310e-09
374,  3.740000e-03,  4.980315e+02, -4.980315e+02,  2.917318e-09
375,  3.750000e-03,  4.992655e+02, -4.992655e+02,  2.941883e-09
376,  3.760000e-03,  5.004986e+02, -5.004986e+02,  2.967326e-09
377,  3.770000e-03,  5.017309e+02, -5.017309e+02,  2.992358e-09
378,  3.780000e-03,  5.029624e+02, -5.029624e+02,  3.018071e-09
379,  3.790000e-03,  5.041930e+02, -5.041930e+02,  3.043392e-09
380,  3.800000e-03,  5.054228e+02, -5.054228e+02,  3.069325e-09
381,  3.810000e-03,  5.066518e+02, -5.066518e+02,  3.095082e-09
382,  3.820000e-03,  5.078799e+02, -5.078799e+02,  3.121131e-09
383,  3.830000e-03,  5.091071e+02, -5.091071e+02,  3.147033e-09
384,  3.840000e-03,  5.103336e+02, -5.103336e+02,  3.173309e-09
385,  3.850000e-03,  5.115591e+02, -5.115591e+02,  3.199550e-09
386,  3.860000e-03,  5.127838e+02, -5.127838e+02,  3.226153e-09
387,  3.870000e-03,  5.140077e+02, -5.140077e+02,  3.252382e-09
388,  3.880000e-03,  5.152307e+02, -5.152307e+02,  3.279414e-09
389,  3.890000e-03,  5.164528e+02, -5.164528e+02,  3.306217e-09
390,  3.900000e-03,  5.176740e+02, -5.176740e+02,  3.333331e-09
391,  3.910000e-03,  5.188944e+02, -5.188944e+02,  3.360442e-09
392,  3.920000e-03,  5.201139e+02, -5.201139e+02,  3.387809e-09
393,  3.930000e-03,  5.213325e+02, -5.213325e+02,  3.415142e-09
394,  3.940000e-03,  5.225502e+02, -5.225502e+02,  3.442856e-09
395,  3.950000e-03,  5.237671e+02, -5.237671e+02,  3.470676e-09
396,  3.960000e-03,  5.249830e+02, -5.249830e+02,  3.498541e-09
397,  3.970000e-03,  5.261981e+02, -5.261981e+02,  3.526098e-09
398,  3.980000e-03,  5.274122e+02, -5.274122e+02,  3.554629e-09
399,  3.990000e-03,  5.286255e+02, -5.286255e+02,  3.582809e-09
400,  4.000000e-03,  5.298378e+02, -5.298378e+02,  3.611135e-09
401,  4.010000e-03,  5.310493e+02, -5.310493e+02,  3.639671e-09
402,  4.020000e-03,  5.322598e+02, -5.322598e+02,  3.668407e-09
403,  4.030000e-03,  5.334694e+02, -5.334694e+02,  3.697386e-09
404,  4.040000e-03,  5.346781e+02, -5.346781e+02,  3.726241e-09
405,  4.050000e-03,  5.358859e+02, -5.358859e+02,  3.755045e-09
406,  4.060000e-03,  5.370927e+02, -5.370927e+02,  3.784509e-09
407,  4.070000e-03,  5.382986e+02, -5.382986e+02,  3.813750e-09
408,  4.080000e-03,  5.395036e+02, -5.395036e+02,  3.843485e-09
409,  4.090000e-03,  5.407076e+02, -5.407076e+02,  3.873222e-09
410,  4.100000e-03,  5.419107e+02, -5.419107e+02,  3.902628e-09
411,  4.110000e-03,  5.431128e+02, -5.431128e+02,  3.933013e-09
412,  4.120000e-03,  5.443140e+02, -5.443140e+02,  3.962961e-09
413,  4.130000e-03,  5.455143e+02, -5.455143e+02,  3.992910e-09
414,  4.140000e-03,  5.467135e+02, -5.467135e+02,  4.023375e-09
415,  4.150000e-03,  5.479118e+02, -5.479118e+02,  4.053756e-09
416,  4.160000e-03,  5.491092e+02, -5.491092e+02,  4.084537e-09
417,  4.170000e-03,  5.503055e+02, -5.503055e+02,  4.115119e-09
418,  4.180000e-03,  5.515009e+02, -5.515009e+02,  4.146248e-09
419,  4.190000e-03,  5.526953e+02, -5.526953e+02,  4.177397e-09
420,  4.200000e-03,  5.538887e+02, -5.538887e+02,  4.208725e-09
421,  4.210000e-03,  5.550812e+02, -5.550812e+02,  4.239949e-09
422,  4.220000e-03,  5.562726e+02, -5.562726e+02,  4.271130e-09
423,  4.230000e-03,  5.574631e+02, -5.574631e+02,  4.302608e-09
424,  4.240000e-03,  5.586525e+02, -5.586525e+02,  4.334696e-09
425,  4.250000e-03,  5.598409e+02, -5.598409e+02,  4.366284e-09
426,  4.260000e-03,  5.610283e+02, -5.610283e+02,  4.398559e-09
427,  4.270000e-03,  5.622147e+02, -5.622147e+02,  4.430696e-09
428,  4.280000e-03,  5.634001e+02, -5.634001e+02,  4.463219e-09
429,  4.290000e-03,  5.645844e+02, -5.645844e+02,  4.495412e-09
430,  4.300000e-03,  5.657678e+02, -5.657678e+02,  4.528103e-09
431,  4.310000e-03,  5.669500e+02, -5.669500e+02,  4.560963e-09
432,  4.320000e-03,  5.681313e+02, -5.681313e+02,  4.593847e-09
433,  4.330000e-03,  5.693115e+02, -5.693115e+02,  4.626637e-09
434,  4.340000e-03,  5.704906e+02, -5.704906e+02,  4.659841e-09
435,  4.350000e-03,  5.716687e+02, -5.716687e+02,  4.693304e-09
436,  4.360000e-03,  5.728457e+02, -5.728457e+02,  4.726724e-09
437,  4.370000e-03,  5.740216e+02, -5.740216e+02,  4.760185e-09
438,  4.380000e-03,  5.751965e+02, -5.751965e+02,  4.793788e-09
439,  4.390000e-03,  5.763703e+02, -5.763703e+02,  4.828035e-09
440,  4.400000e-03,  5.775430e+02, -5.775430e+02,  4.861741e-09
441,  4.410000e-03,  5.787147e+02, -5.787147e+02,  4.895861e-09
442,  4.420000e-03,  5.798852e+02, -5.798852e+02,  4.930334e-09
443,  4.430000e-03,  5.810546e+02, -5.810546e+02,  4.964425e-09
444,  4.440000e-03,  5.822229e+02, -5.822229e+02,  4.999271e-09
445,  4.450000e-03,  5.833901e+02, -5.833901e+02,  5.034161e-09
446,  4.460000e-03,  5.845562e+02, -5.845562e+02,  5.068597e-09
447,  4.470000e-03,  5.857212e+02, -5.857212e+02,  5.103814e-09
448,  4.480000e-03,  5.868850e+02, -5.868850e+02,  5.138909e-09
449,  4.490000e-03,  5.880477e+02, -5.880477e+02,  5.174333e-09
450,  4.500000e-03,  5.892093e+02, -5.892093e+02,  5.209517e-09
451,  4.510000e-03,  5.903697e+02, -5.903697e+02,  5.244744e-09
452,  4.520000e-03,  5.915289e+02, -5.915289e+02,  5.280894e-09
453,  4.530000e-03,  5.926870e+02, -5.926870e+02,  5.316678e-09
454,  4.540000e-03,  5.938439e+02, -5.938439e+02,  5.352691e-09
455,  4.550000e-03,  5.949996e+02, -5.949996e+02,  5.388791e-09
456,  4.560000e-03,  5.961542e+02, -5.961542e+02,  5.425092e-09
457,  4.570000e-03,  5.973075e+02, -5.973075e+02,  5.461456e-09
458,  4.580000e-03,  5.984597e+02, -5.984597e+02,  5.498039e-09
459,  4.590000e-03,  5.996106e+02, -5.996106e+02,  5.534630e-09
460,  4.600000e-03,  6.007604e+02, -6.007604e+02,  5.571419e-09
461,  4.610000e-03,  6.019089e+02, -6.019089e+02,  5.608269e-09
462,  4.620000e-03,  6.030561e+02, -6.030561e+02,  5.645268e-09
463,  4.630000e-03,  6.042022e+02, -6.042022e+02,  5.681754e-09
464,  4.640000e-03,  6.053470e+02, -6.053470e+02,  5.719985e-09
465,  4.650000e-03,  6.064905e+02, -6.064905e+02,  5.757247e-09
466,  4.660000e-03,  6.076328e+02, -6.076328e+02,  5.795241e-09
467,  4.670000e-03,  6.087738e+02, -6.087738e+02,  5.832499e-09
468,  4.680000e-03,  6.099136e+02, -6.099136e+02,  5.870905e-09
469,  4.690000e-03,  6.110520e+02, -6.110520e+02,  5.908924e-09
470,  4.700000e-03,  6.121892e+02, -6.121892e+02,  5.946713e-09
471,  4.710000e-03,  6.133250e+02, -6.133250e+02,  5.985383e-09
472,  4.720000e-03,  6.144596e+02, -6.144596e+02,  6.023602e-09
473,  4.730000e-03,  6.155928e+02, -6.155928e+02,  6.062288e-09
474,  4.740000e-03,  6.167246e+02, -6.167246e+02,  6.101096e-09
475,  4.750000e-03,  6.178551e+02, -6.178551e+02,  6.139846e-09
476,  4.760000e-03,  6.189843e+02, -6.189843e+02,  6.178795e-09
477,  4.770000e-03,  6.201121e+02, -6.201121e+02,  6.217704e-09
478,  4.780000e-03,  6.212385e+02, -6.212385e+02,  6.256874e-09
479,  4.790000e-03,  6.223635e+02, -6.223635e+02,  6.296155e-09
480,  4.800000e-03,  6.234872e+02, -6.234872e+02,  6.335837e-09
481,  4.810000e-03,  6.246094e+02, -6.246094e+02,  6.375528e-09
482,  4.811000e-03,  6.245618e+02, -6.245618e+02,  9.339196e-13
483,  4.812000e-03,  6.246507e+02, -6.246507e+02,  7.784884e-13
484,  4.813000e-03,  6.247528e+02, -6.247528e+02,  6.834533e-13
485,  4.814000e-03,  6.248601e+02, -6.248601e+02,  1.074252e-12
486,  4.815000e-03,  6.249698e+02, -6.249698e+02,  8.852918e-13
487,  4.816000e-03,  6.250806e+02, -6.250806e+02,  6.232792e-13
488,  4.817000e-03,  6.251920e+02, -6.251920e+02,  1.060041e-12
489,  4.818000e-03,  6.253037e+02, -6.253037e+02,  6.681322e-13
490,  4.819000e-03,  6.254154e+02, -6.254154e+02,  8.872902e-13
491,  4.820000e-03,  6.255272e+02, -6.255272e+02,  5.884182e-13
492,  4.821000e-03,  6.256390e+02, -6.256390e+02,  8.852918e-13
493,  4.822000e-03,  6.257508e+02, -6.257508e+02,  8.286705e-13
494,  4.823000e-03,  6.258626e+02, -6.258626e+02,  9.352519e-13
495,  4.824000e-03,  6.259743e+02, -6.259743e+02,  6.283862e-13
496,  4.825000e-03,  6.260861e+02, -6.260861e+02,  4.323208e-13
497,  4.826000e-03,  6.261978e+02, -6.261978e+02,  9.270362e-13
498,  4.827000e-03,  6.263095e+02, -6.263095e+02,  6.417089e-13
499,  4.828000e-03,  6.264212e+02, -6.264212e+02,  8.806289e-13
500,  4.829000e-03,  6.265329e+02, -6.265329e+02,  7.422951e-13
501,  4.830000e-03,  6.266446e+02, -6.266446e+02,  7.991385e-13
502,  4.831000e-03,  6.267563e+02, -6.267563e+02,  8.180123e-13
503,  4.832000e-03,  6.268679e+02, -6.268679e+02,  7.376322e-13
504,  4.833000e-03,  6.269795e+02, -6.269795e+02,  6.203926e-13
505,  4.834000e-03,  6.270912e+02, -6.270912e+02,  7.887024e-13
506,  4.835000e-03,  6.272028e+02, -6.272028e+02,  1.027844e-12
507,  4.836000e-03,  6.273143e+02, -6.273143e+02,  9.034995e-13
508,  4.837000e-03,  6.274259e+02, -6.274259e+02,  8.533174e-13
509,  4.838000e-03,  6.275375e+02, -6.275375e+02,  7.109868e-13
510,  4.839000e-03,  6.276490e+02, -6.276490e+02,  9.423573e-13
511,  4.840000e-03,  6.277605e+02, -6.277605e+02,  7.469581e-13
512,  4.841000e-03,  6.278720e+02, -6.278720e+02,  1.110889e-12
513,  4.842000e-03,  6.279835e+02, -6.279835e+02,  9.232615e-13
514,  4.843000e-03,  6.280950e+02, -6.280950e+02,  9.490186e-13
515,  4.844000e-03,  6.282065e+02, -6.282065e+02,  8.588685e-13
516,  4.845000e-03,  6.283179e+02, -6.283179e+02,  7.054357e-13
517,  4.846000e-03,  6.284294e+02, -6.284294e+02,  5.966339e-13
518,  4.847000e-03,  6.285408e+02, -6.285408e+02,  7.716050e-13
519,  4.848000e-03,  6.286522e+02, -6.286522e+02,  9.634515e-13
520,  4.849000e-03,  6.287636e+02, -6.287636e+02,  8.257839e-13
521,  4.850000e-03,  6.288749e+02, -6.288749e+02,  6.985523e-13
522,  4.851000e-03,  6.289863e+02, -6.289863e+02,  6.266099e-13
523,  4.852000e-03,  6.290976e+02, -6.290976e+02,  9.614531e-13
524,  4.853000e-03,  6.292090e+02, -6.292090e+02,  1.001865e-12
525,  4.854000e-03,  6.293203e+02, -6.293203e+02,  1.212141e-12
526,  4.855000e-03,  6.294316e+02, -6.294316e+02,  1.010969e-12
527,  4.856000e-03,  6.295429e+02, -6.295429e+02,  6.674661e-13
528,  4.857000e-03,  6.296541e+02, -6.296541e+02,  8.375522e-13
529,  4.858000e-03,  6.297654e+02, -6.297654e+02,  7.658318e-13
530,  4.859000e-03,  6.298766e+02, -6.298766e+02,  9.738876e-13
531,  4.860000e-03,  6.299878e+02, -6.299878e+02,  8.149037e-13
532,  4.861000e-03,  6.300990e+02, -6.300990e+02,  9.856560e-13
533,  4.862000e-03,  6.302102e+02, -6.302102e+02,  8.386625e-13
534,  4.863000e-03,  6.303214e+02, -6.303214e+02,  9.345857e-13
535,  4.864000e-03,  6.304326e+02, -6.304326e+02,  8.444356e-13
536,  4.865000e-03,  6.305437e+02, -6.305437e+02,  9.450218e-13
537,  4.866000e-03,  6.306548e+02, -6.306548e+02,  8.508749e-13
538,  4.867000e-03,  6.307659e+02, -6.307659e+02,  6.716849e-13
539,  4.868000e-03,  6.308770e+02, -6.308770e+02,  7.691625e-13
540,  4.869000e-03,  6.309881e+02, -6.309881e+02,  7.864820e-13
541,  4.870000e-03,  6.310992e+02, -6.310992e+02,  7.598366e-13
542,  4.871000e-03,  6.312102e+02, -6.312102e+02,  7.767120e-13
543,  4.872000e-03,  6.313213e+02, -6.313213e+02,  9.818812e-13
544,  4.873000e-03,  6.314323e+02, -6.314323e+02,  1.032507e-12
545,  4.874000e-03,  6.315433e+02, -6.315433e+02,  7.451817e-13
546,  4.875000e-03,  6.316543e+02, -6.316543e+02,  6.825651e-13
547,  4.876000e-03,  6.317653e+02, -6.317653e+02,  6.477041e-13
548,  4.877000e-03,  6.318762e+02, -6.318762e+02,  8.120171e-13
549,  4.878000e-03,  6.319872e+02, -6.319872e+02,  6.739054e-13
550,  4.879000e-03,  6.320981e+02, -6.320981e+02,  8.157919e-13
551,  4.880000e-03,  6.322090e+02, -6.322090e+02,  6.936673e-13
552,  4.881000e-03,  6.323199e+02, -6.323199e+02,  7.773782e-13
553,  4.882000e-03,  6.324308e+02, -6.324308e+02,  9.674483e-13
554,  4.883000e-03,  6.325416e+02, -6.325416e+02,  9.061640e-13
555,  4.884000e-03,  6.326525e+02, -6.326525e+02,  9.447998e-13
556,  4.885000e-03,  6.327633e+02, -6.327633e+02,  6.949996e-13
557,  4.886000e-03,  6.328741e+02, -6.328741e+02,  1.095568e-12
558,  4.887000e-03,  6.329849e+02, -6.329849e+02,  7.913670e-13
559,  4.888000e-03,  6.330957e+02, -6.330957e+02,  8.546497e-13
560,  4.889000e-03,  6.332065e+02, -6.332065e+02,  8.848478e-13
561,  4.890000e-03,  6.333172e+02, -6.333172e+02,  8.739676e-13
562,  4.891000e-03,  6.334280e+02, -6.334280e+02,  9.914292e-13
563,  4.892000e-03,  6.335387e+02, -6.335387e+02,  7.727152e-13
564,  4.893000e-03,  6.336494e+02, -6.336494e+02,  1.046274e-12
565,  4.894000e-03,  6.337601e+02, -6.337601e+02,  9.321433e-13
566,  4.895000e-03,  6.338707e+02, -6.338707e+02,  8.308909e-13
567,  4.896000e-03,  6.339814e+02, -6.339814e+02,  7.043255e-13
568,  4.897000e-03,  6.340920e+02, -6.340920e+02,  6.064038e-13
569,  4.898000e-03,  6.342027e+02, -6.342027e+02,  7.065459e-13
570,  4.899000e-03,  6.343133e+02, -6.343133e+02,  7.258638e-13
571,  4.900000e-03,  6.344239e+02, -6.344239e+02,  7.656098e-13
572,  4.901000e-03,  6.345344e+02, -6.345344e+02,  6.119549e-13
573,  4.902000e-03,  6.346450e+02, -6.346450e+02,  8.231194e-13
574,  4.903000e-03,  6.347556e+02, -6.347556e+02,  9.079404e-13
575,  4.904000e-03,  6.348661e+02, -6.348661e+02,  8.202328e-13
576,  4.905000e-03,  6.349766e+02, -6.349766e+02,  7.180923e-13
577,  4.906000e-03,  6.350871e+02, -6.350871e+02,  8.195666e-13
578,  4.907000e-03,  6.351976e+02, -6.351976e+02,  7.944756e-13
579,  4.908000e-03,  6.353080e+02, -6.353080e+02,  6.281642e-13
580,  4.909000e-03,  6.354185e+02, -6.354185e+02,  9.090506e-13
581,  4.910000e-03,  6.355289e+02, -6.355289e+02,  8.077983e-13
582,  4.911000e-03,  6.356393e+02, -6.356393e+02,  8.211209e-13
583,  4.912000e-03,  6.357497e+02, -6.357497e+02,  8.935075e-13
584,  4.913000e-03,  6.358601e+02, -6.358601e+02,  8.393286e-13
585,  4.914000e-03,  6.359705e+02, -6.359705e+02,  8.624212e-13
586,  4.915000e-03,  6.360808e+02, -6.360808e+02,  9.201528e-13
587,  4.916000e-03,  6.361912e+02, -6.361912e+02,  6.386003e-13
588,  4.917000e-03,  6.363015e+02, -6.363015e+02,  1.061373e-12
589,  4.918000e-03,  6.364118e+02, -6.364118e+02,  8.524292e-13
590,  4.919000e-03,  6.365221e+02, -6.365221e+02,  9.390266e-13
591,  4.920000e-03,  6.366323e+02, -6.366323e+02,  1.251443e-12
592,  4.921000e-03,  6.367426e+02, -6.367426e+02,  7.667200e-13
593,  4.922000e-03,  6.368528e+02, -6.368528e+02,  9.916512e-13
594,  4.923000e-03,  6.369630e+02, -6.369630e+02,  7.629453e-13
595,  4.924000e-03,  6.370733e+02, -6.370733e+02,  7.664980e-13
596,  4.925000e-03,  6.371834e+02, -6.371834e+02,  9.858780e-13
597,  4.926000e-03,  6.372936e+02, -6.372936e+02,  8.113510e-13
598,  4.927000e-03,  6.374038e+02, -6.374038e+02,  9.090506e-13
599,  4.928000e-03,  6.375139e+02, -6.375139e+02,  7.152057e-13
600,  4.929000e-03,  6.376240e+02, -6.376240e+02,  6.836753e-13
601,  4.930000e-03,  6.377341e+02, -6.377341e+02,  6.123990e-13
602,  4.931000e-03,  6.378442e+02, -6.378442e+02,  7.784884e-13
603,  4.932000e-03,  6.379543e+02, -6.379543e+02,  7.276402e-13
604,  4.933000e-03,  6.380643e+02, -6.380643e+02,  1.003642e-12
605,  4.934000e-03,  6.381744e+02, -6.381744e+02,  8.659740e-13
606,  4.935000e-03,  6.382844e+02, -6.382844e+02,  8.435475e-13
607,  4.936000e-03,  6.383944e+02, -6.383944e+02,  8.473222e-13
608,  4.937000e-03,  6.385044e+02, -6.385044e+02,  7.343015e-13
609,  4.938000e-03,  6.386144e+02, -6.386144e+02,  1.029621e-12
610,  4.939000e-03,  6.387243e+02, -6.387243e+02,  6.785683e-13
611,  4.940000e-03,  6.388343e+02, -6.388343e+02,  9.006129e-13
612,  4.941000e-03,  6.389442e+02, -6.389442e+02,  6.454837e-13
613,  4.942000e-03,  6.390541e+02, -6.390541e+02,  6.612488e-13
614,  4.943000e-03,  6.391640e+02, -6.391640e+02,  7.864820e-13
615,  4.944000e-03,  6.392738e+02, -6.392738e+02,  7.305268e-13
616,  4.945000e-03,  6.393837e+02, -6.393837e+02,  7.063239e-13
617,  4.946000e-03,  6.394935e+02, -6.394935e+02,  8.224532e-13
618,  4.947000e-03,  6.396033e+02, -6.396033e+02,  1.058487e-12
619,  4.948000e-03,  6.397131e+02, -6.397131e+02,  6.055156e-13
620,  4.949000e-03,  6.398229e+02, -6.398229e+02,  8.069101e-13
621,  4.950000e-03,  6.399327e+02, -6.399327e+02,  1.122213e-12
622,  4.951000e-03,  6.400425e+02, -6.400425e+02,  9.265921e-13
623,  4.952000e-03,  6.401522e+02, -6.401522e+02,  9.392487e-13
624,  4.953000e-03,  6.402619e+02, -6.402619e+02,  6.421530e-13
625,  4.954000e-03,  6.403716e+02, -6.403716e+02,  5.664358e-13
626,  4.955000e-03,  6.404813e+02, -6.404813e+02,  9.101608e-13
627,  4.956000e-03,  6.405910e+02, -6.405910e+02,  9.081624e-13
628,  4.957000e-03,  6.407006e+02, -6.407006e+02,  9.126033e-13
629,  4.958000e-03,  6.408102e+02, -6.408102e+02,  8.260059e-13
630,  4.959000e-03,  6.409199e+02, -6.409199e+02,  9.474643e-13
631,  4.960000e-03,  6.410295e+02, -6.410295e+02,  6.945555e-13
632,  4.961000e-03,  6.411390e+02, -6.411390e+02,  8.828493e-13
633,  4.962000e-03,  6.412486e+02, -6.412486e+02,  1.011857e-12
634,  4.963000e-03,  6.413581e+02, -6.413581e+02,  8.226753e-13
635,  4.964000e-03,  6.414677e+02, -6.414677e+02,  8.897327e-13
636,  4.965000e-03,  6.415772e+02, -6.415772e+02,  9.940937e-13
637,  4.966000e-03,  6.416867e+02, -6.416867e+02,  9.807710e-13
638,  4.967000e-03,  6.417962e+02, -6.417962e+02,  7.667200e-13
639,  4.968000e-03,  6.419056e+02, -6.419056e+02,  7.494005e-13
640,  4.969000e-03,  6.420151e+02, -6.420151e+02,  8.164580e-13
641,  4.970000e-03,  6.421245e+02, -6.421245e+02,  9.006129e-13
642,  4.971000e-03,  6.422339e+02, -6.422339e+02,  9.778844e-13
643,  4.972000e-03,  6.423433e+02, -6.423433e+02,  7.700507e-13
644,  4.973000e-03,  6.424527e+02, -6.424527e+02,  9.818812e-13
645,  4.974000e-03,  6.425620e+02, -6.425620e+02,  8.757439e-13
646,  4.975000e-03,  6.426713e+02, -6.426713e+02,  9.010570e-13
647,  4.976000e-03,  6.427807e+02, -6.427807e+02,  7.096546e-13
648,  4.977000e-03,  6.428900e+02, -6.428900e+02,  1.027400e-12
649,  4.978000e-03,  6.429993e+02, -6.429993e+02,  8.320011e-13
650,  4.979000e-03,  6.431085e+02, -6.431085e+02,  9.519052e-13
651,  4.980000e-03,  6.432178e+02, -6.432178e+02,  8.810730e-13
652,  4.981000e-03,  6.433270e+02, -6.433270e+02,  7.616130e-13
653,  4.982000e-03,  6.434362e+02, -6.434362e+02,  8.786305e-13
654,  4.983000e-03,  6.435454e+02, -6.435454e+02,  1.021183e-12
655,  4.984000e-03,  6.436546e+02, -6.436546e+02,  8.331114e-13
656,  4.985000e-03,  6.437638e+02, -6.437638e+02,  7.649437e-13
657,  4.986000e-03,  6.438729e+02, -6.438729e+02,  8.471002e-13
658,  4.987000e-03,  6.439820e+02, -6.439820e+02,  9.703349e-13
659,  4.988000e-03,  6.440911e+02, -6.440911e+02,  9.139356e-13
660,  4.989000e-03,  6.442002e+02, -6.442002e+02,  1.090683e-12
661,  4.990000e-03,  6.443093e+02, -6.443093e+02,  7.469581e-13
662,  4.991000e-03,  6.444184e+02, -6.444184e+02,  7.420731e-13
663,  4.992000e-03,  6.445274e+02, -6.445274e+02,  6.159517e-13
664,  4.993000e-03,  6.446364e+02, -6.446364e+02,  1.001643e-12
665,  4.994000e-03,  6.447454e+02, -6.447454e+02,  9.219292e-13
666,  4.995000e-03,  6.448544e+02, -6.448544e+02,  8.695267e-13
667,  4.996000e-03,  6.449634e+02, -6.449634e+02,  1.179501e-12
668,  4.997000e-03,  6.450723e+02, -6.450723e+02,  1.143752e-12
669,  4.998000e-03,  6.451812e+02, -6.451812e+02,  9.405809e-13
670,  4.999000e-03,  6.452901e+02, -6.452901e+02,  8.888446e-13
671,  5.000000e-03,  6.453990e+02, -6.453990e+02,  8.282264e-13
672,  5.001000e-03,  6.455079e+02, -6.455079e+02,  8.106849e-13
673,  5.002000e-03,  6.456168e+02, -6.456168e+02,  7.807088e-13
674,  5.003000e-03,  6.457256e+02, -6.457256e+02,  9.683365e-13
675,  5.004000e-03,  6.458344e+02, -6.458344e+02,  1.061151e-12
676,  5.005000e-03,  6.459432e+02, -6.459432e+02,  9.043877e-13
677,  5.006000e-03,  6.460520e+02, -6.460520e+02,  9.543477e-13
678,  5.007000e-03,  6.461608e+02, -6.461608e+02,  9.614531e-13
679,  5.008000e-03,  6.462695e+02, -6.462695e+02,  9.607870e-13
680,  5.009000e-03,  6.463782e+02, -6.463782e+02,  7.258638e-13
681,  5.010000e-03,  6.464869e+02, -6.464869e+02,  8.868462e-13
682,  5.011000e-03,  6.465956e+02, -6.465956e+02,  8.621992e-13
683,  5.012000e-03,  6.467043e+02, -6.467043e+02,  9.829915e-13
684,  5.013000e-03,  6.468130e+02, -6.468130e+02,  8.903989e-13
685,  5.014000e-03,  6.469216e+02, -6.469216e+02,  9.046097e-13
686,  5.015000e-03,  6.470302e+02, -6.470302e+02,  8.411050e-13
687,  5.016000e-03,  6.471388e+02, -6.471388e+02,  8.704149e-13
688,  5.017000e-03,  6.472474e+02, -6.472474e+02,  9.041656e-13
689,  5.018000e-03,  6.473560e+02, -6.473560e+02,  1.024070e-12
690,  5.019000e-03,  6.474645e+02, -6.474645e+02,  8.386625e-13
691,  5.020000e-03,  6.475730e+02, -6.475730e+02,  9.361401e-13
692,  5.021000e-03,  6.476815e+02, -6.476815e+02,  9.250378e-13
693,  5.022000e-03,  6.477900e+02, -6.477900e+02,  7.238654e-13
694,  5.023000e-03,  6.478985e+02, -6.478985e+02,  9.658940e-13
695,  5.024000e-03,  6.480069e+02, -6.480069e+02,  8.937295e-13
696,  5.025000e-03,  6.481154e+02, -6.481154e+02,  8.220091e-13
697,  5.026000e-03,  6.482238e+02, -6.482238e+02,  7.729373e-13
698,  5.027000e-03,  6.483322e+02, -6.483322e+02,  1.036726e-12
699,  5.028000e-03,  6.484406e+02, -6.484406e+02,  1.131983e-12
700,  5.029000e-03,  6.485489e+02, -6.485489e+02,  9.441337e-13
701,  5.030000e-03,  6.486572e+02, -6.486572e+02,  7.513989e-13
702,  5.031000e-03,  6.487656e+02, -6.487656e+02,  1.016964e-12
703,  5.032000e-03,  6.488739e+02, -6.488739e+02,  1.112666e-12
704,  5.033000e-03,  6.489821e+02, -6.489821e+02,  9.352519e-13
705,  5.034000e-03,  6.490904e+02, -6.490904e+02,  1.000755e-12
706,  5.035000e-03,  6.491986e+02, -6.491986e+02,  8.275602e-13
707,  5.036000e-03,  6.493069e+02, -6.493069e+02,  9.159340e-13
708,  5.037000e-03,  6.494151e+02, -6.494151e+02,  7.327472e-13
709,  5.038000e-03,  6.495233e+02, -6.495233e+02,  7.707168e-13
710,  5.039000e-03,  6.496314e+02, -6.496314e+02,  9.063861e-13
711,  5.040000e-03,  6.497396e+02, -6.497396e+02,  9.439116e-13
712,  5.041000e-03,  6.498477e+02, -6.498477e+02,  8.146817e-13
713,  5.042000e-03,  6.499558e+02, -6.499558e+02,  1.094236e-12
714,  5.043000e-03,  6.500639e+02, -6.500639e+02,  8.786305e-13
715,  5.044000e-03,  6.501720e+02, -6.501720e+02,  8.930634e-13
716,  5.045000e-03,  6.502800e+02, -6.502800e+02,  7.900347e-13
717,  5.046000e-03,  6.503880e+02, -6.503880e+02,  8.366641e-13
718,  5.047000e-03,  6.504960e+02, -6.504960e+02,  1.007194e-12
719,  5.048000e-03,  6.506040e+02, -6.506040e+02,  1.035172e-12
720,  5.049000e-03,  6.507120e+02, -6.507120e+02,  8.562040e-13
721,  5.050000e-03,  6.508200e+02, -6.508200e+02,  6.410428e-13
722,  5.051000e-03,  6.509279e+02, -6.509279e+02,  7.662759e-13
723,  5.052000e-03,  6.510358e+02, -6.510358e+02,  8.204548e-13
724,  5.053000e-03,  6.511437e+02, -6.511437e+02,  1.046496e-12
725,  5.054000e-03,  6.512516e+02, -6.512516e+02,  7.167600e-13
726,  5.055000e-03,  6.513594e+02, -6.513594e+02,  8.657519e-13
727,  5.056000e-03,  6.514673e+02, -6.514673e+02,  7.294165e-13
728,  5.057000e-03,  6.515751e+02, -6.515751e+02,  1.166178e-12
729,  5.058000e-03,  6.516829e+02, -6.516829e+02,  6.659118e-13
730,  5.059000e-03,  6.517906e+02, -6.517906e+02,  8.015810e-13
731,  5.060000e-03,  6.518984e+02, -6.518984e+02,  6.412648e-13
732,  5.061000e-03,  6.520061e+02, -6.520061e+02,  8.162360e-13
