iLoad, totalDisp, Reaction-1, Reaction-2, Reaction-3
733,  5.062000e-03,  6.521138e+02, -6.521138e+02,  1.092904e-12
734,  5.063000e-03,  6.522215e+02, -6.522215e+02,  6.348255e-13
735,  5.064000e-03,  6.523292e+02, -6.523292e+02,  9.134915e-13
736,  5.065000e-03,  6.524369e+02, -6.524369e+02,  8.488765e-13
737,  5.066000e-03,  6.525445e+02, -6.525445e+02,  9.374723e-13
738,  5.067000e-03,  6.526521e+02, -6.526521e+02,  8.419931e-13
739,  5.068000e-03,  6.527597e+02, -6.527597e+02,  8.741896e-13
740,  5.069000e-03,  6.528673e+02, -6.528673e+02,  9.499068e-13
741,  5.070000e-03,  6.529748e+02, -6.529748e+02,  9.245937e-13
742,  5.071000e-03,  6.530824e+02, -6.530824e+02,  9.752199e-13
743,  5.072000e-03,  6.531899e+02, -6.531899e+02,  9.836576e-13
744,  5.073000e-03,  6.532974e+02, -6.532974e+02,  7.660539e-13
745,  5.074000e-03,  6.534049e+02, -6.534049e+02,  1.065592e-12
746,  5.075000e-03,  6.535123e+02, -6.535123e+02,  9.556800e-13
747,  5.076000e-03,  6.536198e+02, -6.536198e+02,  9.772183e-13
748,  5.077000e-03,  6.537272e+02, -6.537272e+02,  6.479262e-13
749,  5.078000e-03,  6.538346e+02, -6.538346e+02,  1.116440e-12
750,  5.079000e-03,  6.539419e+02, -6.539419e+02,  1.098455e-12
751,  5.080000e-03,  6.540493e+02, -6.540493e+02,  9.237056e-13
752,  5.081000e-03,  6.541566e+02, -6.541566e+02,  9.365841e-13
753,  5.082000e-03,  6.542639e+02, -6.542639e+02,  8.137935e-13
754,  5.083000e-03,  6.543712e+02, -6.543712e+02,  1.041833e-12
755,  5.084000e-03,  6.544785e+02, -6.544785e+02,  9.527934e-13
756,  5.085000e-03,  6.545857e+02, -6.545857e+02,  8.362200e-13
757,  5.086000e-03,  6.546930e+02, -6.546930e+02,  1.022737e-12
758,  5.087000e-03,  6.548002e+02, -6.548002e+02,  9.547918e-13
759,  5.088000e-03,  6.549074e+02, -6.549074e+02,  7.212009e-13
760,  5.089000e-03,  6.550145e+02, -6.550145e+02,  9.512391e-13
761,  5.090000e-03,  6.551217e+02, -6.551217e+02,  8.357759e-13
762,  5.091000e-03,  6.552288e+02, -6.552288e+02,  9.006129e-13
763,  5.092000e-03,  6.553359e+02, -6.553359e+02,  1.268541e-12
764,  5.093000e-03,  6.554430e+02, -6.554430e+02,  7.351897e-13
765,  5.094000e-03,  6.555500e+02, -6.555500e+02,  9.401369e-13
766,  5.095000e-03,  6.556571e+02, -6.556571e+02,  8.102408e-13
767,  5.096000e-03,  6.557641e+02, -6.557641e+02,  1.201039e-12
768,  5.097000e-03,  6.558711e+02, -6.558711e+02,  1.126210e-12
769,  5.098000e-03,  6.559781e+02, -6.559781e+02,  9.505730e-13
770,  5.099000e-03,  6.560850e+02, -6.560850e+02,  8.109069e-13
771,  5.100000e-03,  6.561920e+02, -6.561920e+02,  1.048717e-12
772,  5.101000e-03,  6.562989e+02, -6.562989e+02,  8.490986e-13
773,  5.102000e-03,  6.564058e+02, -6.564058e+02,  8.251178e-13
774,  5.103000e-03,  6.565126e+02, -6.565126e+02,  7.311929e-13
775,  5.104000e-03,  6.566195e+02, -6.566195e+02,  8.795187e-13
776,  5.105000e-03,  6.567263e+02, -6.567263e+02,  1.048717e-12
777,  5.106000e-03,  6.568331e+02, -6.568331e+02,  1.045386e-12
778,  5.107000e-03,  6.569399e+02, -6.569399e+02,  7.875922e-13
779,  5.108000e-03,  6.570467e+02, -6.570467e+02,  1.053380e-12
780,  5.109000e-03,  6.571534e+02, -6.571534e+02,  1.045386e-12
781,  5.110000e-03,  6.572601e+02, -6.572601e+02,  1.039613e-12
782,  5.111000e-03,  6.573668e+02, -6.573668e+02,  1.167955e-12
783,  5.112000e-03,  6.574735e+02, -6.574735e+02,  1.060485e-12
784,  5.113000e-03,  6.575801e+02, -6.575801e+02,  1.026734e-12
785,  5.114000e-03,  6.576868e+02, -6.576868e+02,  1.008971e-12
786,  5.115000e-03,  6.577934e+02, -6.577934e+02,  8.966161e-13
787,  5.116000e-03,  6.579000e+02, -6.579000e+02,  8.453238e-13
788,  5.117000e-03,  6.580065e+02, -6.580065e+02,  8.002488e-13
789,  5.118000e-03,  6.581131e+02, -6.581131e+02,  8.333334e-13
790,  5.119000e-03,  6.582196e+02, -6.582196e+02,  8.875123e-13
791,  5.120000e-03,  6.583261e+02, -6.583261e+02,  1.096234e-12
792,  5.121000e-03,  6.584326e+02, -6.584326e+02,  9.918733e-13
793,  5.122000e-03,  6.585390e+02, -6.585390e+02,  1.015632e-12
794,  5.123000e-03,  6.586455e+02, -6.586455e+02,  9.721113e-13
795,  5.124000e-03,  6.587519e+02, -6.587519e+02,  1.102674e-12
796,  5.125000e-03,  6.588583e+02, -6.588583e+02,  7.567280e-13
797,  5.126000e-03,  6.589646e+02, -6.589646e+02,  9.618972e-13
798,  5.127000e-03,  6.590710e+02, -6.590710e+02,  1.011857e-12
799,  5.128000e-03,  6.591773e+02, -6.591773e+02,  1.073586e-12
800,  5.129000e-03,  6.592836e+02, -6.592836e+02,  9.430234e-13
801,  5.130000e-03,  6.593899e+02, -6.593899e+02,  9.703349e-13
802,  5.131000e-03,  6.594961e+02, -6.594961e+02,  8.391066e-13
803,  5.132000e-03,  6.596024e+02, -6.596024e+02,  9.547918e-13
804,  5.133000e-03,  6.597086e+02, -6.597086e+02,  1.056488e-12
805,  5.134000e-03,  6.598148e+02, -6.598148e+02,  1.243006e-12
806,  5.135000e-03,  6.599209e+02, -6.599209e+02,  8.959500e-13
807,  5.136000e-03,  6.600271e+02, -6.600271e+02,  1.070255e-12
808,  5.137000e-03,  6.601332e+02, -6.601332e+02,  1.024514e-12
809,  5.138000e-03,  6.602393e+02, -6.602393e+02,  8.768541e-13
810,  5.139000e-03,  6.603454e+02, -6.603454e+02,  9.714451e-13
811,  5.140000e-03,  6.604514e+02, -6.604514e+02,  9.776624e-13
812,  5.141000e-03,  6.605574e+02, -6.605574e+02,  1.042721e-12
813,  5.142000e-03,  6.606634e+02, -6.606634e+02,  9.245937e-13
814,  5.143000e-03,  6.607694e+02, -6.607694e+02,  8.171241e-13
815,  5.144000e-03,  6.608754e+02, -6.608754e+02,  1.250111e-12
816,  5.145000e-03,  6.609813e+02, -6.609813e+02,  7.192025e-13
817,  5.146000e-03,  6.610872e+02, -6.610872e+02,  8.233414e-13
818,  5.147000e-03,  6.611931e+02, -6.611931e+02,  7.907008e-13
819,  5.148000e-03,  6.612990e+02, -6.612990e+02,  9.101608e-13
820,  5.149000e-03,  6.614048e+02, -6.614048e+02,  8.750778e-13
821,  5.150000e-03,  6.615106e+02, -6.615106e+02,  9.521273e-13
822,  5.151000e-03,  6.616164e+02, -6.616164e+02,  1.138201e-12
823,  5.152000e-03,  6.617222e+02, -6.617222e+02,  9.312551e-13
824,  5.153000e-03,  6.618279e+02, -6.618279e+02,  1.072697e-12
825,  5.154000e-03,  6.619337e+02, -6.619337e+02,  1.035394e-12
826,  5.155000e-03,  6.620394e+02, -6.620394e+02,  9.823253e-13
827,  5.156000e-03,  6.621450e+02, -6.621450e+02,  9.019452e-13
828,  5.157000e-03,  6.622507e+02, -6.622507e+02,  9.630075e-13
829,  5.158000e-03,  6.623563e+02, -6.623563e+02,  1.105560e-12
830,  5.159000e-03,  6.624619e+02, -6.624619e+02,  1.002087e-12
831,  5.160000e-03,  6.625675e+02, -6.625675e+02,  7.147616e-13
832,  5.161000e-03,  6.626731e+02, -6.626731e+02,  1.020517e-12
833,  5.162000e-03,  6.627786e+02, -6.627786e+02,  7.627232e-13
834,  5.163000e-03,  6.628841e+02, -6.628841e+02,  8.726353e-13
835,  5.164000e-03,  6.629896e+02, -6.629896e+02,  8.237855e-13
836,  5.165000e-03,  6.630950e+02, -6.630950e+02,  9.607870e-13
837,  5.166000e-03,  6.632005e+02, -6.632005e+02,  8.903989e-13
838,  5.167000e-03,  6.633059e+02, -6.633059e+02,  9.192647e-13
839,  5.168000e-03,  6.634113e+02, -6.634113e+02,  8.533174e-13
840,  5.169000e-03,  6.635166e+02, -6.635166e+02,  7.378542e-13
841,  5.170000e-03,  6.636220e+02, -6.636220e+02,  1.146416e-12
842,  5.171000e-03,  6.637273e+02, -6.637273e+02,  9.607870e-13
843,  5.172000e-03,  6.638326e+02, -6.638326e+02,  9.519052e-13
844,  5.173000e-03,  6.639379e+02, -6.639379e+02,  9.623413e-13
845,  5.174000e-03,  6.640431e+02, -6.640431e+02,  1.201927e-12
846,  5.175000e-03,  6.641483e+02, -6.641483e+02,  1.071365e-12
847,  5.176000e-03,  6.642535e+02, -6.642535e+02,  9.046097e-13
848,  5.177000e-03,  6.643587e+02, -6.643587e+02,  8.544276e-13
849,  5.178000e-03,  6.644638e+02, -6.644638e+02,  1.049605e-12
850,  5.179000e-03,  6.645689e+02, -6.645689e+02,  1.071587e-12
851,  5.180000e-03,  6.646740e+02, -6.646740e+02,  8.757439e-13
852,  5.181000e-03,  6.647791e+02, -6.647791e+02,  1.001865e-12
853,  5.182000e-03,  6.648841e+02, -6.648841e+02,  1.128875e-12
854,  5.183000e-03,  6.649891e+02, -6.649891e+02,  9.883205e-13
855,  5.184000e-03,  6.650941e+02, -6.650941e+02,  1.049827e-12
856,  5.185000e-03,  6.651991e+02, -6.651991e+02,  6.836753e-13
857,  5.186000e-03,  6.653040e+02, -6.653040e+02,  1.017408e-12
858,  5.187000e-03,  6.654089e+02, -6.654089e+02,  1.007416e-12
859,  5.188000e-03,  6.655138e+02, -6.655138e+02,  9.332535e-13
860,  5.189000e-03,  6.656187e+02, -6.656187e+02,  9.590106e-13
861,  5.190000e-03,  6.657235e+02, -6.657235e+02,  9.048318e-13
862,  5.191000e-03,  6.658283e+02, -6.658283e+02,  1.090017e-12
863,  5.192000e-03,  6.659331e+02, -6.659331e+02,  8.957279e-13
864,  5.193000e-03,  6.660379e+02, -6.660379e+02,  9.496848e-13
865,  5.194000e-03,  6.661426e+02, -6.661426e+02,  1.248557e-12
866,  5.195000e-03,  6.662473e+02, -6.662473e+02,  9.925394e-13
867,  5.196000e-03,  6.663520e+02, -6.663520e+02,  9.388046e-13
868,  5.197000e-03,  6.664566e+02, -6.664566e+02,  8.648637e-13
869,  5.198000e-03,  6.665613e+02, -6.665613e+02,  9.219292e-13
870,  5.199000e-03,  6.666659e+02, -6.666659e+02,  1.295186e-12
871,  5.200000e-03,  6.667704e+02, -6.667704e+02,  1.079359e-12
872,  5.201000e-03,  6.668750e+02, -6.668750e+02,  1.047384e-12
873,  5.202000e-03,  6.669795e+02, -6.669795e+02,  7.776002e-13
874,  5.203000e-03,  6.670840e+02, -6.670840e+02,  1.020517e-12
875,  5.204000e-03,  6.671885e+02, -6.671885e+02,  9.443557e-13
876,  5.205000e-03,  6.672929e+02, -6.672929e+02,  1.006750e-12
877,  5.206000e-03,  6.673973e+02, -6.673973e+02,  1.002087e-12
878,  5.207000e-03,  6.675017e+02, -6.675017e+02,  1.163292e-12
879,  5.208000e-03,  6.676061e+02, -6.676061e+02,  9.487966e-13
880,  5.209000e-03,  6.677104e+02, -6.677104e+02,  9.507950e-13
881,  5.210000e-03,  6.678147e+02, -6.678147e+02,  8.477663e-13
882,  5.211000e-03,  6.679190e+02, -6.679190e+02,  1.168177e-12
883,  5.212000e-03,  6.680232e+02, -6.680232e+02,  9.894308e-13
884,  5.213000e-03,  6.681275e+02, -6.681275e+02,  1.245004e-12
885,  5.214000e-03,  6.682317e+02, -6.682317e+02,  8.679724e-13
886,  5.215000e-03,  6.683358e+02, -6.683358e+02,  9.772183e-13
887,  5.216000e-03,  6.684400e+02, -6.684400e+02,  1.315836e-12
888,  5.217000e-03,  6.685441e+02, -6.685441e+02,  1.088241e-12
889,  5.218000e-03,  6.686482e+02, -6.686482e+02,  1.067590e-12
890,  5.219000e-03,  6.687522e+02, -6.687522e+02,  9.507950e-13
891,  5.220000e-03,  6.688563e+02, -6.688563e+02,  9.396928e-13
892,  5.221000e-03,  6.689603e+02, -6.689603e+02,  8.826273e-13
893,  5.222000e-03,  6.690643e+02, -6.690643e+02,  7.189804e-13
894,  5.223000e-03,  6.691682e+02, -6.691682e+02,  1.311395e-12
895,  5.224000e-03,  6.692721e+02, -6.692721e+02,  9.023893e-13
896,  5.225000e-03,  6.693760e+02, -6.693760e+02,  8.473222e-13
897,  5.226000e-03,  6.694799e+02, -6.694799e+02,  1.181499e-12
898,  5.227000e-03,  6.695837e+02, -6.695837e+02,  9.818812e-13
899,  5.228000e-03,  6.696875e+02, -6.696875e+02,  8.439915e-13
900,  5.229000e-03,  6.697913e+02, -6.697913e+02,  1.005418e-12
901,  5.230000e-03,  6.698951e+02, -6.698951e+02,  9.177104e-13
902,  5.231000e-03,  6.699988e+02, -6.699988e+02,  1.039391e-12
903,  5.232000e-03,  6.701025e+02, -6.701025e+02,  1.004086e-12
904,  5.233000e-03,  6.702061e+02, -6.702061e+02,  1.037614e-12
905,  5.234000e-03,  6.703098e+02, -6.703098e+02,  7.343015e-13
906,  5.235000e-03,  6.704134e+02, -6.704134e+02,  1.086242e-12
907,  5.236000e-03,  6.705170e+02, -6.705170e+02,  1.080913e-12
908,  5.237000e-03,  6.706205e+02, -6.706205e+02,  1.053380e-12
909,  5.238000e-03,  6.707240e+02, -6.707240e+02,  1.074696e-12
910,  5.239000e-03,  6.708275e+02, -6.708275e+02,  1.154410e-12
911,  5.240000e-03,  6.709310e+02, -6.709310e+02,  1.038725e-12
912,  5.241000e-03,  6.710344e+02, -6.710344e+02,  8.022472e-13
913,  5.242000e-03,  6.711378e+02, -6.711378e+02,  1.127987e-12
914,  5.243000e-03,  6.712412e+02, -6.712412e+02,  9.563461e-13
915,  5.244000e-03,  6.713445e+02, -6.713445e+02,  1.112443e-12
916,  5.245000e-03,  6.714478e+02, -6.714478e+02,  7.096546e-13
917,  5.246000e-03,  6.715511e+02, -6.715511e+02,  9.328094e-13
918,  5.247000e-03,  6.716543e+02, -6.716543e+02,  1.104006e-12
919,  5.248000e-03,  6.717576e+02, -6.717576e+02,  9.088286e-13
920,  5.249000e-03,  6.718608e+02, -6.718608e+02,  1.274092e-12
921,  5.250000e-03,  6.719639e+02, -6.719639e+02,  9.658940e-13
922,  5.251000e-03,  6.720670e+02, -6.720670e+02,  9.852119e-13
923,  5.252000e-03,  6.721701e+02, -6.721701e+02,  1.258549e-12
924,  5.253000e-03,  6.722732e+02, -6.722732e+02,  1.154854e-12
925,  5.254000e-03,  6.723763e+02, -6.723763e+02,  8.384404e-13
926,  5.255000e-03,  6.724793e+02, -6.724793e+02,  9.041656e-13
927,  5.256000e-03,  6.725822e+02, -6.725822e+02,  1.082689e-12
928,  5.257000e-03,  6.726852e+02, -6.726852e+02,  1.102451e-12
929,  5.258000e-03,  6.727881e+02, -6.727881e+02,  9.647838e-13
930,  5.259000e-03,  6.728910e+02, -6.728910e+02,  1.012967e-12
931,  5.260000e-03,  6.729938e+02, -6.729938e+02,  6.994405e-13
932,  5.261000e-03,  6.730966e+02, -6.730966e+02,  1.157074e-12
933,  5.262000e-03,  6.731994e+02, -6.731994e+02,  1.078249e-12
934,  5.263000e-03,  6.733022e+02, -6.733022e+02,  9.721113e-13
935,  5.264000e-03,  6.734049e+02, -6.734049e+02,  1.108003e-12
936,  5.265000e-03,  6.735076e+02, -6.735076e+02,  9.301449e-13
937,  5.266000e-03,  6.736103e+02, -6.736103e+02,  1.113776e-12
938,  5.267000e-03,  6.737129e+02, -6.737129e+02,  7.365220e-13
939,  5.268000e-03,  6.738155e+02, -6.738155e+02,  1.004086e-12
940,  5.269000e-03,  6.739180e+02, -6.739180e+02,  1.031175e-12
941,  5.270000e-03,  6.740206e+02, -6.740206e+02,  1.043388e-12
942,  5.271000e-03,  6.741231e+02, -6.741231e+02,  8.575363e-13
943,  5.272000e-03,  6.742255e+02, -6.742255e+02,  1.036060e-12
944,  5.273000e-03,  6.743280e+02, -6.743280e+02,  1.172618e-12
945,  5.274000e-03,  6.744304e+02, -6.744304e+02,  8.057999e-13
946,  5.275000e-03,  6.745327e+02, -6.745327e+02,  8.710810e-13
947,  5.276000e-03,  6.746351e+02, -6.746351e+02,  8.877343e-13
948,  5.277000e-03,  6.747374e+02, -6.747374e+02,  1.032507e-12
949,  5.278000e-03,  6.748396e+02, -6.748396e+02,  9.805490e-13
950,  5.279000e-03,  6.749419e+02, -6.749419e+02,  1.015632e-12
951,  5.280000e-03,  6.750441e+02, -6.750441e+02,  9.987566e-13
952,  5.281000e-03,  6.751463e+02, -6.751463e+02,  1.021849e-12
953,  5.282000e-03,  6.752484e+02, -6.752484e+02,  8.855139e-13
954,  5.283000e-03,  6.753505e+02, -6.753505e+02,  8.819612e-13
955,  5.284000e-03,  6.754525e+02, -6.754525e+02,  9.670043e-13
956,  5.285000e-03,  6.755546e+02, -6.755546e+02,  1.008749e-12
957,  5.286000e-03,  6.756566e+02, -6.756566e+02,  8.291146e-13
958,  5.287000e-03,  6.757585e+02, -6.757585e+02,  9.969803e-13
959,  5.288000e-03,  6.758605e+02, -6.758605e+02,  1.110001e-12
960,  5.289000e-03,  6.759624e+02, -6.759624e+02,  8.135714e-13
961,  5.290000e-03,  6.760642e+02, -6.760642e+02,  1.095568e-12
962,  5.291000e-03,  6.761660e+02, -6.761660e+02,  1.097566e-12
963,  5.292000e-03,  6.762678e+02, -6.762678e+02,  1.213030e-12
964,  5.293000e-03,  6.763696e+02, -6.763696e+02,  1.121103e-12
965,  5.294000e-03,  6.764713e+02, -6.764713e+02,  1.046274e-12
966,  5.295000e-03,  6.765730e+02, -6.765730e+02,  1.054046e-12
967,  5.296000e-03,  6.766746e+02, -6.766746e+02,  1.114220e-12
968,  5.297000e-03,  6.767762e+02, -6.767762e+02,  9.365841e-13
969,  5.298000e-03,  6.768778e+02, -6.768778e+02,  1.005418e-12
970,  5.299000e-03,  6.769794e+02, -6.769794e+02,  8.339995e-13
971,  5.300000e-03,  6.770809e+02, -6.770809e+02,  1.067813e-12
972,  5.301000e-03,  6.771823e+02, -6.771823e+02,  1.121769e-12
973,  5.302000e-03,  6.772838e+02, -6.772838e+02,  1.096678e-12
974,  5.303000e-03,  6.773851e+02, -6.773851e+02,  1.030731e-12
975,  5.304000e-03,  6.774865e+02, -6.774865e+02,  8.630874e-13
976,  5.305000e-03,  6.775878e+02, -6.775878e+02,  9.834356e-13
977,  5.306000e-03,  6.776891e+02, -6.776891e+02,  9.614531e-13
978,  5.307000e-03,  6.777903e+02, -6.777903e+02,  1.128431e-12
979,  5.308000e-03,  6.778916e+02, -6.778916e+02,  1.141753e-12
980,  5.309000e-03,  6.779927e+02, -6.779927e+02,  1.041167e-12
981,  5.310000e-03,  6.780939e+02, -6.780939e+02,  9.310330e-13
982,  5.311000e-03,  6.781950e+02, -6.781950e+02,  1.002531e-12
983,  5.312000e-03,  6.782960e+02, -6.782960e+02,  1.056044e-12
984,  5.313000e-03,  6.783970e+02, -6.783970e+02,  1.072253e-12
985,  5.314000e-03,  6.784980e+02, -6.784980e+02,  8.828493e-13
986,  5.315000e-03,  6.785990e+02, -6.785990e+02,  9.772183e-13
987,  5.316000e-03,  6.786999e+02, -6.786999e+02,  7.955858e-13
988,  5.317000e-03,  6.788007e+02, -6.788007e+02,  9.465762e-13
989,  5.318000e-03,  6.789015e+02, -6.789015e+02,  1.136868e-12
990,  5.319000e-03,  6.790023e+02, -6.790023e+02,  1.093348e-12
991,  5.320000e-03,  6.791031e+02, -6.791031e+02,  1.003642e-12
992,  5.321000e-03,  6.792038e+02, -6.792038e+02,  7.920331e-13
993,  5.322000e-03,  6.793045e+02, -6.793045e+02,  1.107781e-12
994,  5.323000e-03,  6.794051e+02, -6.794051e+02,  1.063372e-12
995,  5.324000e-03,  6.795057e+02, -6.795057e+02,  1.073808e-12
996,  5.325000e-03,  6.796062e+02, -6.796062e+02,  1.169731e-12
997,  5.326000e-03,  6.797067e+02, -6.797067e+02,  8.344436e-13
998,  5.327000e-03,  6.798072e+02, -6.798072e+02,  1.060929e-12
999,  5.328000e-03,  6.799076e+02, -6.799076e+02,  1.280975e-12
1000,  5.329000e-03,  6.800080e+02, -6.800080e+02,  1.089129e-12
1001,  5.330000e-03,  6.801084e+02, -6.801084e+02,  1.258549e-12
1002,  5.331000e-03,  6.802087e+02, -6.802087e+02,  1.195710e-12
1003,  5.332000e-03,  6.803089e+02, -6.803089e+02,  9.185985e-13
1004,  5.333000e-03,  6.804091e+02, -6.804091e+02,  1.058043e-12
1005,  5.334000e-03,  6.805093e+02, -6.805093e+02,  9.352519e-13
1006,  5.335000e-03,  6.806095e+02, -6.806095e+02,  9.632295e-13
1007,  5.336000e-03,  6.807096e+02, -6.807096e+02,  1.228129e-12
1008,  5.337000e-03,  6.808096e+02, -6.808096e+02,  1.143530e-12
1009,  5.338000e-03,  6.809096e+02, -6.809096e+02,  1.027400e-12
1010,  5.339000e-03,  6.810096e+02, -6.810096e+02,  1.067368e-12
1011,  5.340000e-03,  6.811095e+02, -6.811095e+02,  1.110223e-12
1012,  5.341000e-03,  6.812094e+02, -6.812094e+02,  1.304068e-12
1013,  5.342000e-03,  6.813092e+02, -6.813092e+02,  1.146638e-12
1014,  5.343000e-03,  6.814090e+02, -6.814090e+02,  8.646417e-13
1015,  5.344000e-03,  6.815088e+02, -6.815088e+02,  1.006084e-12
1016,  5.345000e-03,  6.816085e+02, -6.816085e+02,  1.196820e-12
1017,  5.346000e-03,  6.817081e+02, -6.817081e+02,  1.045608e-12
1018,  5.347000e-03,  6.818077e+02, -6.818077e+02,  8.313350e-13
1019,  5.348000e-03,  6.819073e+02, -6.819073e+02,  9.721113e-13
1020,  5.349000e-03,  6.820068e+02, -6.820068e+02,  1.243450e-12
1021,  5.350000e-03,  6.821063e+02, -6.821063e+02,  6.741274e-13
1022,  5.351000e-03,  6.822057e+02, -6.822057e+02,  1.078249e-12
1023,  5.352000e-03,  6.823051e+02, -6.823051e+02,  1.058265e-12
1024,  5.353000e-03,  6.824045e+02, -6.824045e+02,  1.337597e-12
1025,  5.354000e-03,  6.825038e+02, -6.825038e+02,  1.043388e-12
1026,  5.355000e-03,  6.826030e+02, -6.826030e+02,  1.033840e-12
1027,  5.356000e-03,  6.827022e+02, -6.827022e+02,  1.156408e-12
1028,  5.357000e-03,  6.828014e+02, -6.828014e+02,  1.142197e-12
1029,  5.358000e-03,  6.829005e+02, -6.829005e+02,  9.061640e-13
1030,  5.359000e-03,  6.829995e+02, -6.829995e+02,  1.070255e-12
1031,  5.360000e-03,  6.830985e+02, -6.830985e+02,  9.316992e-13
1032,  5.361000e-03,  6.831975e+02, -6.831975e+02,  8.926193e-13
1033,  5.362000e-03,  6.832964e+02, -6.832964e+02,  1.031619e-12
1034,  5.363000e-03,  6.833953e+02, -6.833953e+02,  1.015188e-12
1035,  5.364000e-03,  6.834941e+02, -6.834941e+02,  1.175282e-12
1036,  5.365000e-03,  6.835928e+02, -6.835928e+02,  9.685586e-13
1037,  5.366000e-03,  6.836916e+02, -6.836916e+02,  9.039436e-13
1038,  5.367000e-03,  6.837902e+02, -6.837902e+02,  1.164846e-12
1039,  5.368000e-03,  6.838888e+02, -6.838888e+02,  1.241007e-12
1040,  5.369000e-03,  6.839874e+02, -6.839874e+02,  1.203482e-12
1041,  5.370000e-03,  6.840859e+02, -6.840859e+02,  1.027400e-12
1042,  5.371000e-03,  6.841844e+02, -6.841844e+02,  1.188827e-12
1043,  5.372000e-03,  6.842828e+02, -6.842828e+02,  9.592327e-13
1044,  5.373000e-03,  6.843812e+02, -6.843812e+02,  1.034728e-12
1045,  5.374000e-03,  6.844795e+02, -6.844795e+02,  1.192602e-12
1046,  5.375000e-03,  6.845777e+02, -6.845777e+02,  1.249001e-12
1047,  5.376000e-03,  6.846760e+02, -6.846760e+02,  1.318723e-12
1048,  5.377000e-03,  6.847741e+02, -6.847741e+02,  1.022071e-12
1049,  5.378000e-03,  6.848722e+02, -6.848722e+02,  1.123102e-12
1050,  5.379000e-03,  6.849703e+02, -6.849703e+02,  1.149747e-12
1051,  5.380000e-03,  6.850683e+02, -6.850683e+02,  1.107781e-12
1052,  5.381000e-03,  6.851662e+02, -6.851662e+02,  1.234790e-12
1053,  5.382000e-03,  6.852641e+02, -6.852641e+02,  1.074252e-12
1054,  5.383000e-03,  6.853619e+02, -6.853619e+02,  1.016964e-12
1055,  5.384000e-03,  6.854597e+02, -6.854597e+02,  1.187939e-12
1056,  5.385000e-03,  6.855574e+02, -6.855574e+02,  1.126432e-12
1057,  5.386000e-03,  6.856551e+02, -6.856551e+02,  1.208811e-12
1058,  5.387000e-03,  6.857527e+02, -6.857527e+02,  1.224576e-12
1059,  5.388000e-03,  6.858502e+02, -6.858502e+02,  1.332268e-12
1060,  5.389000e-03,  6.859477e+02, -6.859477e+02,  1.229461e-12
1061,  5.390000e-03,  6.860452e+02, -6.860452e+02,  1.262990e-12
1062,  5.391000e-03,  6.861426e+02, -6.861426e+02,  9.208190e-13
1063,  5.392000e-03,  6.862399e+02, -6.862399e+02,  1.121769e-12
1064,  5.393000e-03,  6.863371e+02, -6.863371e+02,  8.812950e-13
1065,  5.394000e-03,  6.864344e+02, -6.864344e+02,  1.263434e-12
1066,  5.395000e-03,  6.865315e+02, -6.865315e+02,  1.236344e-12
1067,  5.396000e-03,  6.866286e+02, -6.866286e+02,  1.250999e-12
1068,  5.397000e-03,  6.867256e+02, -6.867256e+02,  9.472423e-13
1069,  5.398000e-03,  6.868226e+02, -6.868226e+02,  1.152411e-12
1070,  5.399000e-03,  6.869195e+02, -6.869195e+02,  1.023404e-12
1071,  5.400000e-03,  6.870163e+02, -6.870163e+02,  1.005196e-12
1072,  5.401000e-03,  6.871131e+02, -6.871131e+02,  9.747758e-13
1073,  5.402000e-03,  6.872098e+02, -6.872098e+02,  9.394707e-13
1074,  5.403000e-03,  6.873065e+02, -6.873065e+02,  1.214140e-12
1075,  5.404000e-03,  6.874031e+02, -6.874031e+02,  1.016742e-12
1076,  5.405000e-03,  6.874996e+02, -6.874996e+02,  1.076250e-12
1077,  5.406000e-03,  6.875961e+02, -6.875961e+02,  1.178391e-12
1078,  5.407000e-03,  6.876925e+02, -6.876925e+02,  1.091127e-12
1079,  5.408000e-03,  6.877889e+02, -6.877889e+02,  1.291856e-12
1080,  5.409000e-03,  6.878851e+02, -6.878851e+02,  1.124656e-12
1081,  5.410000e-03,  6.879813e+02, -6.879813e+02,  1.352474e-12
1082,  5.411000e-03,  6.880775e+02, -6.880775e+02,  9.106049e-13
1083,  5.412000e-03,  6.881736e+02, -6.881736e+02,  1.038503e-12
1084,  5.413000e-03,  6.882696e+02, -6.882696e+02,  1.088685e-12
1085,  5.414000e-03,  6.883655e+02, -6.883655e+02,  1.120215e-12
1086,  5.415000e-03,  6.884614e+02, -6.884614e+02,  1.280975e-12
1087,  5.416000e-03,  6.885572e+02, -6.885572e+02,  9.190426e-13
1088,  5.417000e-03,  6.886529e+02, -6.886529e+02,  1.034950e-12
1089,  5.418000e-03,  6.887486e+02, -6.887486e+02,  1.062483e-12
1090,  5.419000e-03,  6.888442e+02, -6.888442e+02,  9.852119e-13
1091,  5.420000e-03,  6.889397e+02, -6.889397e+02,  1.005196e-12
1092,  5.421000e-03,  6.890352e+02, -6.890352e+02,  9.952039e-13
1093,  5.422000e-03,  6.891306e+02, -6.891306e+02,  1.096900e-12
1094,  5.423000e-03,  6.892259e+02, -6.892259e+02,  1.157519e-12
1095,  5.424000e-03,  6.893211e+02, -6.893211e+02,  9.914292e-13
1096,  5.425000e-03,  6.894163e+02, -6.894163e+02,  9.237056e-13
1097,  5.426000e-03,  6.895114e+02, -6.895114e+02,  9.232615e-13
