x, y
0.00146517910800131,0.27441952743145
0.0673992450420673,11.8002071744951
0.168498168498168,29.0889095819586
0.247619069976248,42.2612353304788
0.335531157888336,56.8057005898921
0.419047596690419,69.9780472752802
0.436630081344437,71.8990049041682
0.452747275104453,74.0944029973555
0.474725297082475,77.1130596728372
0.493772960844494,79.3084368291566
0.515750982822516,81.7782544497754
0.537729004800538,84.2480720703941
0.564102564102564,86.1690296992821
0.584615406972585,86.9923092184443
0.608058608058608,87.2667287458757
0.622710622710623,86.7178896910129
0.625641092712626,74.0944029973555
0.631501809144632,67.5082296546614
0.659340659340659,67.23381012723
0.678388323102679,65.8616915532049
0.684249151320684,63.6662934600176
0.685714330428686,59.5499377379423
0.687179509536687,56.5312810624606
0.688644688644689,54.0614634418418
0.701831524188702,51.8660653486546
0.716483538840717,51.3172262937917
0.731135553492731,50.219527247198
0.745787568144746,49.3962686649037
0.766300411014767,48.29856961831
0.770695948338771,45.005472478529
0.770695948338771,41.7123962756159
0.775091597448775,38.1448796084035
0.776556776556777,35.1262229329219
0.802930447644803,34.3029643506276
0.826373648730827,34.0285238863282
0.854212498926854,33.2052653040339
0.880586058228881,31.5587272025773
0.904029259314904,29.6377486368215
0.93919422862294,27.1679310162027
0.961172250600961,24.9725538598833
0.986080630794986,23.3260157584267
1.02857138385703,20.5817786103765
1.10622710622711,17.2886814705956
1.17362646305517,15.0933043142761
1.25860819275126,12.3490671662259
1.35531135531136,10.1536690730386
1.46520146520147,8.2327114441506
1.57362650776957,6.86059287012553
1.66007330478766,6.31173287839476
1.74945068359375,5.76289382353186
1.84761913704785,4.6651947769382
1.92673992673993,4.1163557220753
1.998534932678,3.84191525777599
