x, y
0, 0
1397.5450209883975, 0.021208584076105142
1388.1022952588405, 5.026510477265249
1661.9449435849906, 5.111346431680912
1879.131237533795, 5.174973802020469
2105.760257212155, 5.238599554248781
2370.160179808748, 5.344644092740549
2700.660623379835, 5.471897215308418
3059.48996457339, 5.577941753800187
3323.890607603776, 5.705196494479301
3644.947605011511, 5.811241032971068
3918.7909737714554, 5.959702739615044
4334.277389776152, 6.193000400674684
4740.32108005129, 6.426298061734322
5108.593146974403, 6.638387138717854
5495.749944922837, 6.914103586040947
5816.8083831981585, 7.168609831176689
6156.7508320650095, 7.48674344665199
6458.923818881216, 7.804877062127289
6742.20991337072, 8.12301067760259
7072.710356941804, 8.568399033757006
7346.553005267956, 8.992577187724075
7658.167997379926, 9.607634216487327
7875.354291328727, 10.137856099890538
8073.65369295083, 10.668078792349371
8224.740186358931, 11.219511686995554
8347.497782144566, 11.792152356662221
8460.81193176685, 12.449628171688925
8574.126081389133, 13.234357918339123
8640.225881929833, 13.93425251962928
8706.325682470535, 14.655354895939924
8753.540031552118, 15.418876058514016
8781.868929174585, 16.097560457616826
8800.754380633702, 16.94591636102315
8819.641272960405, 17.66701995091723
8829.08327825617, 18.472958281643532
8829.08327825617, 19.363732566785494
